annual_income,loan_purpose,loan_amount,interest_rate
84000,debt_consolidation,10500,7.97
180000,debt_consolidation,35000,9.92
125000,credit_card,27000,23.88
275000,credit_card,12000,10.91
240000,debt_consolidation,15000,13.59
54000,home_improvement,6000,5.31
90000,debt_consolidation,5000,21.45
72000,debt_consolidation,15000,15.04
50000,debt_consolidation,16000,26.3
78000,credit_card,6000,6.08
48712,debt_consolidation,34000,28.72
130000,debt_consolidation,3000,6.72
210000,credit_card,40000,16.02
250000,home_improvement,40000,6.07
96000,debt_consolidation,11000,6.08
60000,debt_consolidation,18000,10.42
150000,debt_consolidation,6400,6.08
315000,home_improvement,40000,10.9
72000,debt_consolidation,3000,7.34
154000,home_improvement,19500,6.71
100000,home_improvement,23000,16.01
34600,debt_consolidation,7000,5.32
50000,debt_consolidation,10000,6.08
172000,debt_consolidation,15000,20
50000,debt_consolidation,4000,9.44
100000,home_improvement,34000,6.72
125000,debt_consolidation,27000,10.41
36000,debt_consolidation,4000,7.34
65000,debt_consolidation,4000,6.72
216000,debt_consolidation,27000,9.93
92200,credit_card,34000,5.32
37000,debt_consolidation,10000,6.72
107000,home_improvement,36000,9.93
57000,credit_card,10000,10.41
120000,debt_consolidation,15000,9.93
78000,debt_consolidation,11200,21.85
110000,debt_consolidation,24000,9.92
24000,debt_consolidation,6400,6.07
126000,debt_consolidation,16500,5.32
70000,debt_consolidation,7500,17.09
75000,debt_consolidation,15000,18.45
55000,debt_consolidation,5000,13.59
139000,home_improvement,40000,5.31
300000,debt_consolidation,15000,7.97
58000,debt_consolidation,5000,10.91
37000,debt_consolidation,16000,17.09
320000,debt_consolidation,35000,7.97
90000,credit_card,8500,10.91
250000,debt_consolidation,10000,6.07
88000,credit_card,17000,9.43
300000,credit_card,34000,9.93
80000,debt_consolidation,6000,6.08
75000,debt_consolidation,10000,6.71
50000,debt_consolidation,10000,20.39
70000,debt_consolidation,3000,9.92
98000,credit_card,5000,13.59
50000,debt_consolidation,10000,7.97
50000,debt_consolidation,10000,9.44
85000,credit_card,6000,5.32
102500,debt_consolidation,15000,6.71
85000,credit_card,7500,9.93
51000,debt_consolidation,27000,6.08
55000,debt_consolidation,7000,7.34
94000,home_improvement,11500,16.02
88000,debt_consolidation,34000,17.09
70000,debt_consolidation,10000,10.91
94000,credit_card,12000,17.09
50000,debt_consolidation,4000,5.32
87000,debt_consolidation,12800,9.44
78000,home_improvement,35000,17.09
60000,debt_consolidation,9000,5.31
115000,debt_consolidation,4800,6.08
48000,debt_consolidation,4000,6.72
38000,debt_consolidation,34000,21.45
44000,debt_consolidation,10000,7.96
300000,debt_consolidation,8000,9.43
114416,debt_consolidation,16000,5.32
60000,debt_consolidation,17000,13.59
235000,debt_consolidation,21000,20
38000,debt_consolidation,10000,11.98
40000,debt_consolidation,10000,21.85
44000,debt_consolidation,10000,6.08
100000,credit_card,14400,6.72
81000,debt_consolidation,12500,6.72
40000,debt_consolidation,11200,11.98
125000,home_improvement,35000,14.07
40000,credit_card,6000,11.99
110000,credit_card,12000,9.44
57200,debt_consolidation,5150,5.32
105000,debt_consolidation,16000,9.43
80000,home_improvement,26000,6.07
58900,debt_consolidation,10000,6.07
60000,home_improvement,15000,7.35
50000,debt_consolidation,4800,11.99
75000,debt_consolidation,10000,6.72
185000,debt_consolidation,27000,9.92
157000,debt_consolidation,10000,13.58
44900,home_improvement,18000,7.35
65000,credit_card,3800,9.92
120000,debt_consolidation,34000,7.35
38000,credit_card,3500,10.41
45000,home_improvement,12500,7.34
90000,credit_card,7000,15.05
89000,debt_consolidation,10000,9.43
90000,debt_consolidation,35000,6.72
60000,debt_consolidation,2000,7.97
74000,home_improvement,2500,6.72
110000,credit_card,8500,13.59
70000,debt_consolidation,15000,5.31
97000,credit_card,22000,7.35
56400,debt_consolidation,19200,11.99
98000,debt_consolidation,18000,14.07
35000,credit_card,6500,7.96
75000,debt_consolidation,3500,7.96
75000,home_improvement,10000,6.72
80000,debt_consolidation,15000,10.42
105000,debt_consolidation,15000,7.34
94000,home_improvement,27000,10.91
50000,debt_consolidation,23000,7.35
65000,credit_card,8400,6.72
150000,credit_card,7200,16.02
54000,debt_consolidation,8000,21.45
50000,debt_consolidation,7200,10.42
38000,debt_consolidation,18000,7.97
56000,debt_consolidation,21000,6.71
40000,debt_consolidation,8000,20
100000,credit_card,2500,7.96
60000,home_improvement,23000,17.47
250000,debt_consolidation,35000,17.09
120000,home_improvement,18000,9.43
65000,debt_consolidation,5000,6.71
87500,debt_consolidation,40000,15.05
280000,home_improvement,40000,10.91
185000,home_improvement,35000,6.08
45000,home_improvement,2800,7.34
135000,debt_consolidation,24000,9.92
70000,credit_card,16000,10.42
88000,debt_consolidation,16000,17.09
60000,debt_consolidation,16000,16.01
24000,debt_consolidation,1000,22.91
150000,debt_consolidation,25000,30.65
55000,debt_consolidation,12000,17.09
150000,credit_card,23875,18.06
41000,debt_consolidation,15000,15.05
61368,debt_consolidation,15000,14.07
30000,debt_consolidation,5000,16.01
45000,debt_consolidation,5100,23.88
28000,credit_card,5000,6.72
32000,debt_consolidation,15000,19.03
18000,credit_card,2000,15.05
55000,debt_consolidation,16700,6.72
65000,debt_consolidation,17000,10.42
55000,debt_consolidation,15000,21.45
46328,debt_consolidation,13000,19.03
65000,debt_consolidation,16000,9.92
100000,credit_card,15000,11.98
33477,debt_consolidation,5000,13.58
40000,debt_consolidation,8000,13.58
53000,debt_consolidation,13200,20.39
60000,credit_card,14000,18.45
67000,credit_card,35000,16.01
45000,credit_card,2200,11.98
30000,debt_consolidation,24000,18.06
17000,debt_consolidation,11450,30.65
110000,credit_card,5550,21.45
70000,credit_card,30000,13.59
39000,credit_card,7000,15.05
34000,home_improvement,4900,7.97
25500,credit_card,5000,10.9
70000,debt_consolidation,28950,11.98
150000,credit_card,16500,6.07
95000,debt_consolidation,10000,16.01
54000,credit_card,7300,9.43
72000,credit_card,7000,9.92
20000,credit_card,5000,5.32
35000,debt_consolidation,20000,21.45
70500,debt_consolidation,35000,10.41
23500,credit_card,5000,10.9
55000,credit_card,12000,10.41
53000,debt_consolidation,15000,16.01
81000,debt_consolidation,25000,12.61
90000,debt_consolidation,17250,20
25000,credit_card,10000,13.59
36000,credit_card,20000,9.44
47000,debt_consolidation,20000,18.45
71500,credit_card,20000,11.99
30000,debt_consolidation,8425,15.05
32000,debt_consolidation,4000,6.72
36000,credit_card,12000,7.97
82000,debt_consolidation,12000,15.04
36000,credit_card,9000,9.93
165000,debt_consolidation,14000,9.92
85000,debt_consolidation,20000,16.02
29982,debt_consolidation,4000,22.91
67000,credit_card,19525,20
35000,debt_consolidation,9000,13.58
30000,debt_consolidation,15000,15.04
58500,debt_consolidation,30000,21.45
65000,debt_consolidation,24000,11.99
84800,credit_card,10000,6.07
52000,debt_consolidation,10000,18.06
31000,credit_card,15000,24.85
66000,debt_consolidation,24000,12.61
36250,credit_card,9000,10.41
124000,debt_consolidation,40000,9.93
40000,credit_card,16000,6.07
60000,debt_consolidation,15000,15.04
52000,credit_card,9050,6.72
65000,debt_consolidation,12000,7.97
35000,credit_card,5250,11.98
38000,credit_card,11500,15.05
50000,debt_consolidation,22000,18.06
70000,debt_consolidation,5000,9.93
65000,debt_consolidation,6000,10.41
65000,debt_consolidation,30000,17.47
129000,debt_consolidation,27575,17.09
79000,debt_consolidation,30000,25.82
81000,credit_card,20000,25.81
68000,credit_card,9000,7.97
111275,debt_consolidation,24000,15.05
58500,credit_card,7000,5.31
205000,debt_consolidation,35000,16.01
30000,credit_card,5000,21.45
81800,debt_consolidation,40000,10.41
80000,debt_consolidation,15000,10.42
52000,debt_consolidation,12000,15.05
27684,credit_card,4000,12.61
52000,credit_card,6000,13.59
85000,debt_consolidation,12800,15.04
29500,credit_card,8000,14.08
90000,credit_card,35000,15.04
42000,debt_consolidation,15000,9.93
80000,debt_consolidation,13200,23.88
155000,debt_consolidation,14650,15.04
65000,debt_consolidation,25000,21.45
45000,credit_card,14000,7.34
52000,credit_card,5000,9.92
101000,debt_consolidation,16600,6.07
69000,debt_consolidation,10000,19.42
33000,debt_consolidation,10000,15.05
15984,debt_consolidation,2000,14.07
30163,debt_consolidation,27000,26.77
40000,debt_consolidation,5000,7.34
41600,debt_consolidation,12400,16.01
80000,debt_consolidation,8000,22.91
39000,debt_consolidation,3000,10.91
60495.2,debt_consolidation,5000,9.43
35300,debt_consolidation,3125,10.91
42000,debt_consolidation,16000,29.69
48000,debt_consolidation,3500,6.08
70000,credit_card,25000,6.07
80000,debt_consolidation,24000,11.99
45500,debt_consolidation,7000,11.99
33000,credit_card,1500,10.42
28000,debt_consolidation,12000,15.04
145000,credit_card,34000,6.72
35000,debt_consolidation,9000,7.97
36000,debt_consolidation,10000,10.42
55000,credit_card,15000,9.92
76590,debt_consolidation,11000,21.45
29744,credit_card,22100,26.3
87000,credit_card,25000,7.35
150000,credit_card,35000,19.03
23500,debt_consolidation,1000,22.91
50000,credit_card,7000,10.42
40000,credit_card,5200,6.08
85000,debt_consolidation,17000,6.07
36800,debt_consolidation,11000,9.93
93600,debt_consolidation,38450,6.07
95000,debt_consolidation,8000,13.59
84676,debt_consolidation,30000,26.77
85000,debt_consolidation,30000,11.98
96996,credit_card,25000,10.9
46000,credit_card,13500,9.93
40000,debt_consolidation,3000,11.98
68000,credit_card,24000,13.59
95504,debt_consolidation,30000,15.05
104000,debt_consolidation,17000,7.35
118500,debt_consolidation,30000,20
51000,debt_consolidation,10000,21.45
39000,credit_card,15000,19.03
41072,credit_card,8000,9.44
167000,credit_card,35000,20
40000,debt_consolidation,16000,13.58
12000,credit_card,2975,13.59
50000,debt_consolidation,10000,9.44
41000,debt_consolidation,4500,15.05
62400,credit_card,5600,6.08
110000,debt_consolidation,12000,17.47
59000,debt_consolidation,27000,13.59
52000,debt_consolidation,13000,15.05
83000,debt_consolidation,14000,21.45
53000,debt_consolidation,12800,10.9
54000,debt_consolidation,15000,10.9
90500,credit_card,17000,7.35
45000,credit_card,15000,16.01
76000,credit_card,12000,7.97
45000,debt_consolidation,15000,17.09
31000,debt_consolidation,16000,16.01
38450,debt_consolidation,14400,13.58
122000,debt_consolidation,16000,16.01
58000,credit_card,7000,9.93
40000,debt_consolidation,8000,9.93
28800,debt_consolidation,8300,6.72
42500,debt_consolidation,11000,18.06
60000,debt_consolidation,20000,26.3
93844,home_improvement,16000,19.42
43200,credit_card,10000,6.08
68000,debt_consolidation,15000,17.47
50000,credit_card,24000,15.04
90000,debt_consolidation,5600,16.02
38000,debt_consolidation,4000,10.41
85000,debt_consolidation,30000,18.06
38000,debt_consolidation,11000,13.58
27354,credit_card,12000,16.01
43000,debt_consolidation,12000,10.42
41500,debt_consolidation,7000,7.34
72000,debt_consolidation,5000,15.05
66500,credit_card,25000,26.3
50000,debt_consolidation,9600,14.08
60000,debt_consolidation,18000,5.31
30000,credit_card,5000,13.59
58800,debt_consolidation,16000,14.07
135500,debt_consolidation,25000,10.9
122000,debt_consolidation,18000,11.98
125000,debt_consolidation,36475,7.97
50000,debt_consolidation,25000,30.79
45000,debt_consolidation,14000,6.72
30000,debt_consolidation,10000,10.42
62400,debt_consolidation,11000,16.01
185000,debt_consolidation,35000,18.06
50000,debt_consolidation,30000,18.45
100000,credit_card,15000,5.32
38464,credit_card,4700,14.08
29000,debt_consolidation,7000,14.07
80000,debt_consolidation,19000,6.07
52000,debt_consolidation,20000,13.59
100000,debt_consolidation,28000,13.58
82200,debt_consolidation,16000,7.34
67000,credit_card,12000,15.04
125000,debt_consolidation,24000,10.91
80000,debt_consolidation,10000,5.32
87000,debt_consolidation,24000,14.07
115000,home_improvement,15000,9.93
125000,debt_consolidation,35000,11.99
48000,credit_card,4000,6.07
115000,credit_card,20000,7.34
70000,debt_consolidation,20000,9.44
70200,debt_consolidation,6000,18.45
69000,debt_consolidation,27000,15.04
36240,debt_consolidation,3000,18.45
36420,debt_consolidation,19200,13.59
17000,debt_consolidation,2000,10.91
170000,debt_consolidation,24000,13.58
54000,credit_card,11200,15.04
40000,credit_card,15000,9.44
60000,credit_card,8000,9.93
35000,debt_consolidation,14000,13.59
52500,debt_consolidation,2000,9.43
30000,credit_card,10200,17.09
79000,debt_consolidation,12000,6.08
32000,debt_consolidation,2500,7.96
60000,debt_consolidation,4200,15.05
65000,debt_consolidation,30000,15.05
115000,debt_consolidation,11000,11.99
31000,debt_consolidation,6000,17.47
43900,credit_card,10000,9.93
55000,credit_card,25000,15.04
90000,credit_card,20000,15.04
39000,debt_consolidation,13500,9.43
140000,debt_consolidation,18000,6.72
32844,debt_consolidation,3200,7.97
56368,debt_consolidation,15000,19.03
65000,debt_consolidation,6000,10.41
320000,debt_consolidation,35000,26.3
42000,debt_consolidation,25000,11.99
95000,debt_consolidation,40000,9.92
60000,credit_card,10000,23.88
45000,credit_card,10000,6.71
100000,debt_consolidation,16000,9.93
208000,credit_card,23000,11.99
85000,credit_card,6500,10.42
40000,debt_consolidation,8000,15.05
24000,credit_card,5000,9.44
65000,debt_consolidation,30000,18.06
119000,credit_card,25000,13.58
54750,credit_card,30000,16.01
50000,debt_consolidation,2500,5.32
30000,debt_consolidation,3200,18.06
98000,debt_consolidation,28000,21.45
28000,debt_consolidation,6000,13.59
65000,credit_card,29000,7.35
105000,debt_consolidation,7500,6.08
85000,credit_card,15000,11.98
37500,debt_consolidation,12975,15.05
42000,credit_card,10000,7.97
60000,debt_consolidation,6000,6.08
105000,credit_card,9000,9.44
32000,debt_consolidation,4000,9.92
65000,debt_consolidation,16000,15.04
36000,credit_card,16000,19.03
70000,credit_card,5000,10.91
45000,debt_consolidation,19000,9.43
62000,debt_consolidation,9000,6.08
10000,credit_card,5600,21.45
80000,debt_consolidation,9600,10.9
100000,debt_consolidation,35000,21.85
66900,credit_card,40000,6.08
55000,debt_consolidation,10000,10.41
30000,credit_card,6000,10.91
35000,debt_consolidation,8000,16.02
33000,credit_card,1950,9.43
112000,debt_consolidation,20000,25.82
139200,debt_consolidation,10000,14.07
18624,credit_card,10000,11.98
88000,debt_consolidation,25000,6.07
75000,debt_consolidation,12000,9.43
69116,debt_consolidation,15000,21.45
32028,debt_consolidation,20000,14.07
40000,home_improvement,7000,11.98
40000,debt_consolidation,8400,14.08
210000,debt_consolidation,30000,21.45
55000,credit_card,7000,6.71
65000,debt_consolidation,12000,18.45
60000,debt_consolidation,11000,7.34
87000,credit_card,15000,9.43
27278,credit_card,4800,16.01
80000,credit_card,14000,10.91
45000,debt_consolidation,8000,11.99
150000,debt_consolidation,25000,9.93
40000,debt_consolidation,10000,17.09
43000,debt_consolidation,10000,18.06
60000,credit_card,12000,10.9
34840,debt_consolidation,4000,11.99
40000,credit_card,15850,6.08
40000,debt_consolidation,25000,23.88
75250,debt_consolidation,5000,13.58
72000,debt_consolidation,28000,26.3
62000,credit_card,11000,19.03
46080,debt_consolidation,15000,6.07
35000,debt_consolidation,5000,15.04
60000,debt_consolidation,10000,17.09
58000,credit_card,9000,6.72
66000,debt_consolidation,20000,9.93
42000,credit_card,7325,10.91
60000,home_improvement,12000,11.99
62000,credit_card,4100,14.08
67000,credit_card,18000,16.01
48000,debt_consolidation,14000,16.02
48000,debt_consolidation,10000,16.02
37000,credit_card,22300,21.85
48000,credit_card,12000,7.97
198000,debt_consolidation,2500,10.9
55000,credit_card,9000,6.08
116000,debt_consolidation,13125,10.91
52000,debt_consolidation,2000,6.08
50000,credit_card,6000,15.05
110000,home_improvement,35000,17.09
100000,debt_consolidation,16000,11.98
26000,debt_consolidation,6050,14.08
68000,debt_consolidation,7500,15.04
31680,credit_card,6600,19.03
50000,debt_consolidation,35000,17.09
280000,debt_consolidation,34000,13.59
77000,debt_consolidation,22000,9.44
101000,debt_consolidation,20000,26.77
83000,debt_consolidation,20000,15.05
50000,home_improvement,5000,16.02
43437,credit_card,22000,17.47
77000,debt_consolidation,30000,19.03
106000,debt_consolidation,24000,10.42
82000,debt_consolidation,35000,18.06
50000,debt_consolidation,9000,10.41
88000,credit_card,16800,7.97
60000,debt_consolidation,10000,13.58
78000,credit_card,15000,5.32
52000,credit_card,6100,10.91
27000,credit_card,3500,6.08
75696,credit_card,20000,13.59
50000,debt_consolidation,15000,14.07
50000,debt_consolidation,12800,13.59
140000,debt_consolidation,40000,5.31
40000,debt_consolidation,18000,13.58
76000,debt_consolidation,12000,21.85
50000,debt_consolidation,20000,9.44
52278.85,credit_card,21200,10.42
48000,credit_card,10000,7.97
85000,debt_consolidation,23000,10.42
48000,debt_consolidation,10000,13.59
45000,credit_card,18000,13.58
28000,credit_card,2800,13.59
70000,credit_card,35000,17.09
58000,credit_card,16000,17.47
35000,debt_consolidation,16000,21.45
91000,credit_card,25000,15.05
24000,debt_consolidation,10000,10.41
112000,debt_consolidation,10400,15.04
101200,debt_consolidation,35000,7.97
60000,debt_consolidation,8300,13.59
93000,credit_card,34000,6.71
144000,debt_consolidation,35000,12.61
70000,credit_card,10000,6.72
50000,credit_card,25000,9.43
31000,credit_card,10000,15.04
65000,debt_consolidation,10200,6.72
61200,credit_card,16000,15.05
62000,debt_consolidation,34000,18.06
50000,debt_consolidation,13500,15.05
80000,credit_card,7500,5.32
37000,debt_consolidation,4000,10.91
50000,debt_consolidation,10000,10.42
118000,debt_consolidation,40000,7.35
130000,debt_consolidation,25000,15.05
125000,debt_consolidation,34000,15.05
75000,debt_consolidation,10000,14.07
20000,credit_card,8000,9.44
76000,credit_card,4800,11.99
110000,debt_consolidation,7200,14.07
225000,credit_card,18000,6.07
60000,debt_consolidation,20000,11.99
60000,credit_card,13000,5.32
45000,debt_consolidation,25000,21.45
80000,debt_consolidation,4500,9.44
100000,debt_consolidation,24000,10.91
100000,home_improvement,25000,6.71
110000,credit_card,10000,5.32
57500,credit_card,34000,10.41
48000,debt_consolidation,20000,24.84
55000,credit_card,10000,6.07
250000,debt_consolidation,10000,9.44
100000,debt_consolidation,19000,15.05
105000,debt_consolidation,6000,9.93
33800,credit_card,5000,17.47
52000,credit_card,9000,17.47
84400,debt_consolidation,15000,16.02
165000,debt_consolidation,35000,19.03
40000,credit_card,2500,11.99
51000,debt_consolidation,6000,14.08
70000,debt_consolidation,4000,6.72
70000,debt_consolidation,34000,10.91
40000,credit_card,3000,9.92
25000,debt_consolidation,8000,10.9
42000,debt_consolidation,20000,16.02
65000,credit_card,5500,10.41
53000,credit_card,12000,20
52000,credit_card,18000,6.71
110000,home_improvement,17075,6.72
100000,debt_consolidation,18000,9.44
63000,debt_consolidation,10000,7.96
30000,credit_card,9600,9.93
25000,credit_card,4000,14.08
55000,credit_card,15000,9.93
55000,debt_consolidation,10000,10.9
80000,credit_card,10000,5.32
73000,debt_consolidation,25000,14.07
50000,credit_card,10000,13.58
142000,credit_card,35000,20
65000,credit_card,21600,16.02
48000,debt_consolidation,20000,13.59
90000,debt_consolidation,16000,17.09
175000,credit_card,16000,13.58
80000,credit_card,20000,5.31
65000,debt_consolidation,10000,9.93
182200,debt_consolidation,35000,18.06
60000,debt_consolidation,10000,15.05
65000,credit_card,10000,9.93
43000,credit_card,5000,9.44
100000,credit_card,25000,10.91
93500,debt_consolidation,16800,11.99
40000,debt_consolidation,7550,17.47
123000,home_improvement,20000,10.9
80000,credit_card,20000,10.42
92000,credit_card,12000,17.09
50000,debt_consolidation,13000,7.34
165000,debt_consolidation,16000,9.44
75000,credit_card,10000,13.59
90000,home_improvement,6000,9.43
25000,credit_card,3900,5.32
40000,credit_card,10000,7.96
24000,credit_card,4000,16.02
150000,credit_card,23000,6.08
45000,debt_consolidation,10000,20
69000,debt_consolidation,20000,5.31
46000,credit_card,9000,13.58
42000,debt_consolidation,12000,7.34
80000,debt_consolidation,8000,6.71
70000,debt_consolidation,15000,5.31
65000,debt_consolidation,25000,10.41
26000,debt_consolidation,15000,7.97
57500,debt_consolidation,7100,22.91
42000,credit_card,7000,13.58
70000,credit_card,18000,13.59
38000,credit_card,3000,15.05
100000,credit_card,11000,16.02
160000,debt_consolidation,40000,5.31
23000,debt_consolidation,6500,6.72
75000,credit_card,6000,9.92
55000,debt_consolidation,15775,10.91
70000,credit_card,10000,10.41
58000,credit_card,7000,6.08
142000,debt_consolidation,8000,11.98
90000,home_improvement,12800,10.9
60000,debt_consolidation,18000,21.45
70000,debt_consolidation,10000,11.99
140000,debt_consolidation,5000,13.59
36000,credit_card,12000,7.97
90000,credit_card,16500,16.02
275000,debt_consolidation,19000,7.35
70000,debt_consolidation,14400,14.07
35000,debt_consolidation,15000,21.85
60000,debt_consolidation,6000,6.08
52000,debt_consolidation,26275,9.92
40000,debt_consolidation,5400,10.42
120000,debt_consolidation,27000,18.45
40000,credit_card,10000,5.32
200000,credit_card,40000,9.92
55000,credit_card,15000,9.93
55000,debt_consolidation,7000,17.09
35000,credit_card,5500,9.93
54000,credit_card,3000,7.97
56000,credit_card,4500,7.97
13728,credit_card,4500,9.43
80000,credit_card,25000,10.91
75000,debt_consolidation,20000,11.98
50000,debt_consolidation,8000,6.72
57000,debt_consolidation,27000,10.42
34000,debt_consolidation,20000,20.39
40000,credit_card,15000,14.07
72000,debt_consolidation,21000,15.04
37700,credit_card,10000,20.39
123000,debt_consolidation,25000,9.43
375000,debt_consolidation,35000,14.07
50000,credit_card,15000,13.59
55000,credit_card,10000,11.98
22800,debt_consolidation,12000,15.04
80000,credit_card,16000,11.98
87400,debt_consolidation,24000,10.91
53000,credit_card,6250,9.92
185000,credit_card,4200,19.03
35000,debt_consolidation,7200,6.71
170000,debt_consolidation,8000,14.08
63000,credit_card,5000,6.71
55000,credit_card,10000,6.71
52000,debt_consolidation,15000,15.05
68000,credit_card,18000,9.93
163000,debt_consolidation,24000,5.32
50000,credit_card,10000,13.59
48000,debt_consolidation,12000,7.97
75000,credit_card,12000,13.59
120000,home_improvement,8000,10.41
32000,debt_consolidation,4200,7.34
34000,debt_consolidation,12000,10.91
45000,credit_card,20000,11.98
45000,credit_card,16000,15.04
37000,debt_consolidation,5400,7.34
37000,debt_consolidation,14400,15.04
114000,debt_consolidation,15000,15.05
97000,debt_consolidation,18000,13.59
85605,debt_consolidation,16000,11.98
85000,debt_consolidation,24000,9.93
46000,debt_consolidation,4000,17.47
110000,debt_consolidation,20000,9.92
60000,debt_consolidation,12000,16.01
23000,credit_card,6000,11.99
58240,debt_consolidation,25000,6.71
60000,credit_card,9600,11.99
38200,debt_consolidation,5000,17.47
98000,credit_card,10000,10.9
62400,home_improvement,1300,11.98
35000,credit_card,9000,5.31
45000,credit_card,4000,17.47
60000,debt_consolidation,10000,6.71
110000,debt_consolidation,15000,10.42
52000,debt_consolidation,8250,6.71
50000,debt_consolidation,9500,9.92
70000,credit_card,6025,10.41
205000,debt_consolidation,20000,16.02
100000,credit_card,13000,10.91
120000,debt_consolidation,16500,6.08
60000,credit_card,10000,18.06
43000,debt_consolidation,5000,7.34
56000,debt_consolidation,14000,9.44
50000,debt_consolidation,10000,18.06
50000,debt_consolidation,4500,11.99
36000,credit_card,5000,9.92
60000,debt_consolidation,8000,10.9
21000,credit_card,4000,7.96
56000,home_improvement,14000,9.93
65000,debt_consolidation,9000,10.42
91000,debt_consolidation,25000,15.04
107000,credit_card,12600,6.72
38400,debt_consolidation,10000,15.05
47500,debt_consolidation,7550,10.91
40000,credit_card,4800,10.41
53000,home_improvement,15000,10.41
180000,debt_consolidation,10000,19.03
110000,debt_consolidation,35000,11.99
175000,debt_consolidation,40000,16.01
90000,credit_card,25000,10.42
50000,credit_card,7000,6.72
85000,credit_card,10000,11.99
60000,credit_card,35000,6.07
86000,credit_card,14400,16.02
140000,debt_consolidation,34000,11.99
35000,debt_consolidation,8000,10.91
43000,credit_card,8000,6.08
68000,home_improvement,8000,9.93
135000,home_improvement,11000,9.92
91000,debt_consolidation,26650,9.44
25000,debt_consolidation,10000,16.02
42000,credit_card,9000,13.59
45000,debt_consolidation,8000,14.08
92000,debt_consolidation,10000,9.43
198999,debt_consolidation,25000,9.93
90000,credit_card,7000,15.05
110000,credit_card,8500,7.34
56000,debt_consolidation,10000,10.42
115000,credit_card,10000,9.44
170000,debt_consolidation,22000,30.17
140000,debt_consolidation,18000,11.98
43000,credit_card,4000,9.92
62000,debt_consolidation,7500,15.05
80000,debt_consolidation,25000,16.02
30564,debt_consolidation,8000,15.04
32000,debt_consolidation,5000,20.39
60000,home_improvement,20000,20
55000,debt_consolidation,12150,7.97
120000,debt_consolidation,28000,13.59
26000,debt_consolidation,6000,9.92
80000,debt_consolidation,8400,9.44
52000,home_improvement,10400,6.72
110000,credit_card,10000,11.99
48000,credit_card,3000,17.47
60000,debt_consolidation,5775,11.99
190000,debt_consolidation,34000,17.09
275000,debt_consolidation,40000,9.44
54000,debt_consolidation,2000,6.72
43000,credit_card,10000,5.32
56000,debt_consolidation,7000,10.91
70000,credit_card,6000,11.99
70000,debt_consolidation,15600,10.42
15600,debt_consolidation,5000,14.08
55000,debt_consolidation,5000,11.98
73000,credit_card,8000,6.07
81000,debt_consolidation,14000,7.34
86000,home_improvement,4000,6.71
120000,credit_card,2400,7.96
300000,debt_consolidation,28000,6.71
45000,debt_consolidation,16000,10.9
90000,debt_consolidation,25000,13.58
98000,debt_consolidation,40000,7.34
55000,credit_card,6000,16.02
75000,debt_consolidation,2800,7.97
118000,credit_card,20000,9.93
80000,debt_consolidation,28000,14.07
28000,debt_consolidation,21000,6.71
130000,home_improvement,20000,12.61
33000,credit_card,8000,16.02
68000,debt_consolidation,11200,6.72
60000,debt_consolidation,20000,12.61
100000,debt_consolidation,40000,12.61
106500,debt_consolidation,10000,7.96
35000,debt_consolidation,12000,11.98
37440,credit_card,11000,10.9
40000,credit_card,7000,10.42
154000,debt_consolidation,38225,6.07
30000,debt_consolidation,21600,6.72
82000,credit_card,7800,5.32
107000,debt_consolidation,10000,10.91
58000,credit_card,10000,16.02
75000,debt_consolidation,9600,13.58
140000,debt_consolidation,20000,9.44
117000,debt_consolidation,35000,13.59
63500,debt_consolidation,35000,13.59
70000,debt_consolidation,14000,10.91
85000,debt_consolidation,21250,18.45
166000,credit_card,6000,5.31
65000,credit_card,3200,9.92
37000,debt_consolidation,4600,16.01
70000,debt_consolidation,12000,24.84
40000,credit_card,6000,10.41
70000,credit_card,7200,11.98
63000,credit_card,9600,23.87
115000,debt_consolidation,14000,11.99
200000,credit_card,16000,6.72
76000,debt_consolidation,34000,15.05
20000,debt_consolidation,4000,7.34
160000,debt_consolidation,34000,12.61
138000,debt_consolidation,26500,17.09
27000,credit_card,10000,9.44
250000,debt_consolidation,25000,9.44
50000,debt_consolidation,5000,9.93
150000,debt_consolidation,20000,9.44
80000,debt_consolidation,25000,18.45
40000,debt_consolidation,6800,18.06
185000,credit_card,15000,9.92
24000,debt_consolidation,3300,9.43
100000,credit_card,6650,5.31
62000,home_improvement,3000,7.96
132000,credit_card,20000,5.32
112700,debt_consolidation,20000,11.99
94000,debt_consolidation,20000,9.93
160000,credit_card,10000,6.08
100000,credit_card,12000,10.41
170000,credit_card,9000,5.31
85000,debt_consolidation,12000,13.58
40000,credit_card,6000,16.01
48000,debt_consolidation,13200,9.44
75000,debt_consolidation,4200,10.91
65000,debt_consolidation,3000,13.59
65000,debt_consolidation,16000,7.97
90000,debt_consolidation,10000,10.9
31300,debt_consolidation,4000,5.32
160000,debt_consolidation,40000,7.97
21800,credit_card,4000,7.97
60000,debt_consolidation,20000,14.07
300000,debt_consolidation,20000,6.71
164000,credit_card,20000,5.31
24000,debt_consolidation,8500,15.04
70000,debt_consolidation,34000,10.9
53000,debt_consolidation,10000,7.97
120000,home_improvement,15000,7.35
55232,debt_consolidation,10000,9.44
47000,debt_consolidation,6500,13.59
200000,debt_consolidation,17000,23.88
70000,credit_card,20000,6.72
50000,credit_card,20000,10.41
33600,credit_card,4800,13.59
